ID,Production
37376,0.3909949725388635
37377,0.17186221963530546
37378,-41.24065785850688
37379,0.5394324228395921
37380,0.6656792686334663
37381,-41.107903446119906
37382,0.7454427499788536
37383,0.6555637275037147
37384,-40.792395000679406
37385,0.5766000658687858
37386,0.5425153072963391
37387,-41.06125173029464
37388,1.237987554481206
37389,1.3283879350170007
37390,-41.067540564318534
37391,1.3656156351669395
37392,1.3742983727140325
37393,-40.90562453734884
37394,1.2983990803446115
37395,1.3600981132010181
37396,-40.5482715615891
37397,1.4868034115888875
37398,1.4442449586255828
37399,-40.26021311352978
37400,1.172752084138568
37401,0.6826940684355047
37402,-40.580920179140605
37403,0.8268670157530129
37404,0.3110472749871649
37405,-41.40097846616787
37406,0.48797863113598505
37407,0.49433515682426044
37408,-41.111003703094646
37409,0.5538360940289226
37410,0.48235767023706777
37411,-41.285477715139734
37412,0.8486751169448856
37413,0.7717474625518637
37414,-41.789456969839996
37415,0.76591832210567
37416,0.9669880379604698
37417,-41.57468696990118
37418,1.1424921051278918
37419,1.1113864569601144
37420,-40.93011187533187
37421,1.0896167842080604
37422,1.0958767934354687
37423,-40.50909442420603
37424,1.8124348764682168
37425,1.608345446472943
37426,-40.636841261471616
37427,1.5969360483583568
37428,1.6821584429261875
37429,-40.440340458055125
37430,1.7905622437820563
37431,2.008769055321376
37432,-40.14418454153521
37433,1.8393945387386652
37434,1.897478185930471
37435,-40.63129212517923
37436,1.4515694325963135
37437,1.3847624878137026
37438,-40.48517409226733
37439,1.5930682995985208
37440,1.617294084667893
37441,-40.230435475763294
37442,1.3145877777682393
37443,1.285041894584278
37444,-39.96468020429028
37445,1.281521420150322
37446,1.2878673591140986
37447,-40.537026188961256
37448,0.6197800747147537
37449,0.4721421486550905
37450,-40.619320678691984
37451,0.35819828421709743
37452,0.39506414940093015
37453,-40.83824980341512
37454,0.3625573985999935
37455,0.39463761691676136
37456,-40.67461790777005
37457,0.20305781104158438
37458,0.07579396548801132
37459,-41.327283479902775
37460,0.6642770708926136
37461,0.8071460315751231
37462,-40.98148516406561
37463,0.8594960585370612
37464,0.9529531137911407
37465,-40.46274334443221
37466,0.9932624393802854
37467,0.958972591122915
37468,-39.78185057236807
37469,1.0105746604174148
37470,1.1290769891363588
37471,-41.2123977888189
37472,0.5595415302016471
37473,0.8056941954148751
37474,-40.94522248125229
37475,0.8040266240444536
37476,0.8575176271272145
37477,-40.78620248533823
37478,0.9611084022985101
37479,0.9661881183397758
37480,-40.29306454153623
37481,0.9968037454956746
37482,0.8582303186267957
37483,-41.06023643225898
37484,1.1147297439920443
37485,1.1840523033656758
37486,-40.91167891478673
37487,1.2923366538278642
37488,0.9553650346064673
37489,-40.967890737781794
37490,1.0807385132667597
37491,1.0275189677071095
37492,-40.58805714687374
37493,0.9259386922521207
37494,0.9905713018221165
37495,-40.53747197181805
37496,1.2196239801665072
37497,1.1258721955577975
37498,-40.42839990420068
37499,1.0059994903772578
37500,1.1508850741491743
37501,-40.09586878462398
37502,1.2518745096905268
37503,1.2715868166858673
37504,-40.11149132004191
37505,1.3422730875294002
37506,1.3574709163777774
37507,-40.44916833086882
37508,1.1446502405943118
37509,1.2453765586876935
37510,-40.72029365137949
37511,1.4782610525945898
37512,1.5867923526091143
37513,-40.150236810455986
37514,1.19730415359776
37515,1.2823119761092856
37516,-39.894633848917366
37517,1.3417861309898882
37518,1.273250981772487
37519,-39.7215613862548
37520,1.8598099383437683
37521,1.7993950138325583
37522,-39.72806379244963
37523,1.658877403225076
37524,1.6108238760988067
37525,-39.66672735166596
37526,1.5715881840133585
37527,1.577697278352356
37528,-39.78140674366822
37529,1.5862265957380872
37530,1.521925548971642
37531,-40.119382460537686
37532,0.9815576342960479
37533,1.0722152041995396
37534,-40.830612776899244
37535,1.1304152969926988
37536,1.2789818707738652
37537,-40.35955148696542
37538,1.2040779633056367
37539,1.2432252920747666
37540,-40.31547534311938
37541,0.9976983091752716
37542,1.0039246022182213
37543,-40.7454435254936
37544,1.2331360787135723
37545,1.340550154129219
37546,-40.14799357220089
37547,1.4299686515665657
37548,1.283780716288448
37549,-40.04831338060748
37550,1.0837664173096673
37551,0.8776474438850446
37552,-40.472486220629506
37553,0.5685035097395941
37554,0.5753306191565677
37555,-41.22409797642685
37556,0.8572108367597149
37557,1.144557931996301
37558,-40.1568388855247
37559,0.9290357029755432
37560,1.023836250260184
37561,-40.21752844750433
37562,1.1403753405010952
37563,1.112188681467966
37564,-40.270164250463765
37565,1.2179936305174557
37566,1.1993435654037892
37567,-39.44034038519648
37568,3.223642410073503
37569,3.268187157177035
37570,-38.80005524417261
37571,3.5836287021209827
37572,3.5905647122448
37573,-38.774857144825354
37574,3.59952644596402
